Title,Description,Topic,Topic_isced,Size,Name,Discipline,Discipline_isced,Biography,Nationality,Gender,Position,Affiliation,Country_University,Year,Location,Notes
Analyzing Group-Formation Networks in the Complex Systems Summer School,"We study the formation of small research groups in the Beijing Complex Systems Summer School with affiliation networks compiled from survey data. Network statistics are calculated, and we devise measures to characterize group durability and volatile students. These measurements can predict failed projects after only two days of data collection. Also, we find that group durability correlates significantly with the mixture of Chinese to non-Chinese students in groups. Finally, our data and measurements suggest that the Summer School should require research groups to formalize their membership earlier.",,Social and behavioural sciences,4,Bruce Rogers,Mathematics,Mathematics and statistics,"Hello,
I'm a mathematics PhD student at Arizona State University. Although my training is in pure math, I have started working in social complexity and dynamics, and I attempt to make agent based models of social systems and networks. I have some training in differential equations, dynamical systems, and probability, if anyone is interested in picking my brain. At the CSSS I'm especially interested in talking to some economists about mathematical modeling in their fair discipline.
I'm quite excited about meeting everyone",,Male,PhD,Arizona State University,US,2006,Beijing,
Analyzing Group-Formation Networks in the Complex Systems Summer School,"We study the formation of small research groups in the Beijing Complex Systems Summer School with affiliation networks compiled from survey data. Network statistics are calculated, and we devise measures to characterize group durability and volatile students. These measurements can predict failed projects after only two days of data collection. Also, we find that group durability correlates significantly with the mixture of Chinese to non-Chinese students in groups. Finally, our data and measurements suggest that the Summer School should require research groups to formalize their membership earlier.",,Social and behavioural sciences,4,Zhang Xun,"Management Science, Engineering",Business and administration; Engineering and engineering trades,"Hello, everyone! I am a PHD student in the Insititute of Systems Sciences,AMSS,CAS, majoring in management science & engineering. I like travel, trekking, photo and running! Wish to see you in this summer school!! ",,,PhD,"Institute of Systems Science, Academy of Mathematics and Systems Sciences",China,2006,Beijing,
Analyzing Group-Formation Networks in the Complex Systems Summer School,"We study the formation of small research groups in the Beijing Complex Systems Summer School with affiliation networks compiled from survey data. Network statistics are calculated, and we devise measures to characterize group durability and volatile students. These measurements can predict failed projects after only two days of data collection. Also, we find that group durability correlates significantly with the mixture of Chinese to non-Chinese students in groups. Finally, our data and measurements suggest that the Summer School should require research groups to formalize their membership earlier.",,Social and behavioural sciences,4,Zhongshan Yue,Urban Studies,Social and behavioural science,"Hi, guys. I am a PhD student at the Institute for Population and Development Studies,Xi’an Jiaotong University,Xi'an, China. Currently, I mainly focus on the study of rural-urban migration relating to urbanization and social cohesion. The process and implication of the rural-urban migration is a complex social system, accordingly, social network analysis and other methods of complex science were introduced in our study. It is one of the maiden attempts to use methods of complexity science into social systems in China, which makes our work more significant. In the near future I hope we can get some new discoveries in the field of weighted complex network. Look forward to meeting you! ",,Male,PhD,"Jiaotong University, China",China,2006,Beijing,
Modeling (electoral) voting process,"Election is a complex social phenomenon where people interact with each other and get influenced to form an opinion and vote for a particular candidate. The election results of different countries (India, Canada and Brazil) are analyzed and found that few candidates get huge amount of votes whereas most of them get only few votes. However the nature of distribution of votes of a candidate is not same for different countries. We find that for Brazil it is a unimodal distribution whearas for India it is a bimodal distribution. In this work we propose a model to study how these results can emerge as a consequence of people interacting with each other and also because of various external factors (political advertise, campaign, scandals) in the society.",,Social and behavioural sciences,3,Ray Pan,Physics,Physical sciences,I am a physics Phd student. My current interest are looking on various configuration of network by putting some dynamics on the nodes of the network. I am also interested in econophysics and sociophysics. ,,,PhD,"Institute of Mathematical Science, Chennai, Tamil Nadu, India ",India,2006,Beijing,
Modeling (electoral) voting process,"Election is a complex social phenomenon where people interact with each other and get influenced to form an opinion and vote for a particular candidate. The election results of different countries (India, Canada and Brazil) are analyzed and found that few candidates get huge amount of votes whereas most of them get only few votes. However the nature of distribution of votes of a candidate is not same for different countries. We find that for Brazil it is a unimodal distribution whearas for India it is a bimodal distribution. In this work we propose a model to study how these results can emerge as a consequence of people interacting with each other and also because of various external factors (political advertise, campaign, scandals) in the society.",,Social and behavioural sciences,3,Apu Sarkar,Physics,Physical sciences,I am Apu Sarkar......A Physicist turn Materials Scientist. I am working on the complex metallurgical phenomemon called the Portevin-Le chaterlier effect. It is basically a study of the complexity of the plastic deformation of materials or the complexity of the Dislocation dynamics. I like to make new friends.....so looking forward to meet you all and have a nice summer! ,,Male,,"Variable Energy Cyclotron Centre, Kolkata, India",India,2006,Beijing,
Modeling (electoral) voting process,"Election is a complex social phenomenon where people interact with each other and get influenced to form an opinion and vote for a particular candidate. The election results of different countries (India, Canada and Brazil) are analyzed and found that few candidates get huge amount of votes whereas most of them get only few votes. However the nature of distribution of votes of a candidate is not same for different countries. We find that for Brazil it is a unimodal distribution whearas for India it is a bimodal distribution. In this work we propose a model to study how these results can emerge as a consequence of people interacting with each other and also because of various external factors (political advertise, campaign, scandals) in the society.",,Social and behavioural sciences,3,Jin Sun,Engineering,Engineering and engineering trades,"Hello guys! I am Jin SUN. I am a second year Ph.D. candidate in Center for Intelligent and Networked Systems in Tsinghua University. My major is Control Science & Engineering. My research interest currently focuses on elevator scheduling, evolutionary algorithms, Performance Evaluation and Optimization for Complex Systems, and Statistical Physics and Discrete Optimization. I also like movies, music, soccer, Pingpang, and ... ",,Male,PhD,Tsinghua University,China,2006,Beijing,
Diversity and Cooperation,,,Social and behavioural sciences,5,Jean-Paul Carvalho,Economics,Social and behavioural science,"I was born in Sri Lanka and grew up in Australia where I completed my undergraduate work as well as a PhD in Finance before heading to the UK.
I am now in the second year of the MPhil/DPhil sequence in Economics at Oxford. My research attempts to illuminate patterns of social and economic behavior by incorporating concepts from sociology, anthropology and social psychology into evolutionary models of bounded rational choice. My current work models coordination and cultural choice in a multicultural society, using the tools of stochastic evolutionary game theory.
I am also keen over the coming years to get into economic and social history as well as some exacting philosophy, particularly relating to formal epistemology and the social structure of science. Otherwise, I enjoy jazz, art and anything involving a beach (British beaches excepted). ",,Male,PhD,Oxford University,UK,2006,Beijing,
Diversity and Cooperation,,,Social and behavioural sciences,5,Carolyn Snyder,Environmental Sciences,Physical sciences,"Hi all! I just finished my first year of a PhD program at Stanford University in their Interdisciplinary Program in Environment and Resources. I am interested in better understanding and estimating the uncertainty in global climate change predictions. Moreover, I also am interested in how to effectively represent and communicate those uncertainties to the public, as well as how to inspire action on this important issue. My undergraduate education was in the natural sciences (Biology and Geology), and I completed Master’s work in Quaternary Science (focusing on Paleoclimatology) and in Environmental Change and Management (focusing on Sustainable Business and Public Communication). I look forward to meeting you all soon! ",,Female,PhD,Stanford University,US,2006,Beijing,
Diversity and Cooperation,,,Social and behavioural sciences,5,Francis Wong,Cognitive Sciences,Social and behavioural science,"I am current a PhD student at The Chinese University of Hong Kong. I am interested in connectionist modelling of language acquisition together with other domains like soft computing, cognitive sciences etc.
As for the project, I would be interested to take part in agent-based models or something related to the evolution of networks (social networks, perhaps?). Maybe a combination of both, say, how agents' behaviours shape the emergence of a social network which in turn shapes behaviours of agents in the network.
Let me know if you would to work with someone with some MATLAB programming skill for modelling and simulation",,Male,PhD,The Chinese University of Hong Kong,China,2006,Beijing,
Diversity and Cooperation,,,Social and behavioural sciences,5,Yan Huang,,,,,,,"School of Software, Beijing",China,2006,Beijing,"The paper is by Simon Huang, which does not exist in the participant list. There is also a Huang Cao."
Diversity and Cooperation,,,Social and behavioural sciences,5,Ryan Muldoon,Philosophy,Humanities,"I recently completed my PhD in the Philosophy department at the University of Pennsylvania. Upon returning from China, I will begin a postdoc with the University of Western Ontario's Rotman Institute of Science and Values. My work is in two main areas: social/political philosophy, and the philosophy of science. My advisor at Penn was Cristina Bicchieri.

My dissertation was in political philosophy: in particular, I developed a new account of social contract theory that focused on how social contracts should function in diverse societies. This involved developing an account of perspectives (by which I mean a scheme of categorization and a search procedure), a novel moral standpoint - ""The View from Everywhere"", a bargaining approach that allows the participants to not have to agree over what they are bargaining over, and an account of toleration. This is the beginning of a larger project on diversity in social systems.

Smaller projects that I am also working in also revolve around issues with diversity. I'm in the midst of finishing a paper that got started by my CSSS work in '06 - a model of the Schelling Segregation Dynamic in which agents who want to be in the minority end up segregated anyway. I have also begun planning a follow-up paper on this topic that will (hopefully) show that if agents pay attention to different properties, there are more stable integrated states. The thought is that if some find race salient, while others find religion important, and still others find taste in music most salient, then there will be more of a chance that the macro view of the population will be integrated.

I also have been working on social norms. A paper I'm working on completing right now looks at the conditions under which multiple norms can be a stable state of an evolutionary game. In particular, what learning rules support such a stable state, and whether network structure of the population influences the equilibrium state.

In the philosophy of science, I have methodological interests, looking at the epistemic justifications of the tools of complex systems analysis. However, I am most interested in the social structure of science, particularly how incentive systems and methods of communication shape the output of science. I've coauthored a couple papers on this subject, developing an ""epistemic landscapes"" model of scientific sub-fields. Scientist-agents act as hill climbers on an unknown landscape. What I investigate is what methods of incorporating information about the attempts of other scientists is most conducive to maximizing social output. This project has been working with a model of implicit networks, but the next model iteration, which I hope will be able to describe longer timescales, will be moving to a dynamic explicit network structure. ",,Male,PostDoc,University of Pennsylvania,US,2006,Beijing,
Endogenous Market Process Simulation,"This project studies the process of market formation depend on the locating and pricing strategies of agents that can produce, exchange, and consume goods in each period. We view location selection and pricing system as a whole and set up an agent-based model to explore the factors contributing to market structure and the impact on its change by pricing system. We find parameters like the ratio of number of agents and locations and the ratio of production and consumption has a strong influence on markets structure. We then add a bargaining system into the model, and find the market structure changes under certain condition such as when production rate equals to consumption rate. Also, the relative price by bartering converges to a private but common price.",,Social and behavioural sciences,5,Tan Fangfang,Economics,Social and behavioural science,"Hello everyone! I am TAN Fangfang from College of Economics, Zhejiang University majoring in Financial Economics. Although I will gain my B.A degree in two months time, I will continue my postgraduate study in the same department for the next two years. I am so glad to gain this precious chance to study with you guys from top universities all over the world on complex system. Hope to meet you in July and send my best wishes to all of you!",,Male,Student,Zhejiang University,China,2006,Beijing,
Endogenous Market Process Simulation,"This project studies the process of market formation depend on the locating and pricing strategies of agents that can produce, exchange, and consume goods in each period. We view location selection and pricing system as a whole and set up an agent-based model to explore the factors contributing to market structure and the impact on its change by pricing system. We find parameters like the ratio of number of agents and locations and the ratio of production and consumption has a strong influence on markets structure. We then add a bargaining system into the model, and find the market structure changes under certain condition such as when production rate equals to consumption rate. Also, the relative price by bartering converges to a private but common price.",,Social and behavioural sciences,5,Xiao Yongjian,,,"Hi! I am Xiao,your new friend.It is my great honor to share one month with you all in this summer school. I am a Ph.d in Xi'an Jiaotong university, and I hope the CS SummerSchool will be a wonderful memory in my life. My Current research interest is focused on urban traffic micro-simulation, which is based on MAS. ",,Male,PhD,Xi'an Jiaotong University,China,2006,Beijing,
Endogenous Market Process Simulation,"This project studies the process of market formation depend on the locating and pricing strategies of agents that can produce, exchange, and consume goods in each period. We view location selection and pricing system as a whole and set up an agent-based model to explore the factors contributing to market structure and the impact on its change by pricing system. We find parameters like the ratio of number of agents and locations and the ratio of production and consumption has a strong influence on markets structure. We then add a bargaining system into the model, and find the market structure changes under certain condition such as when production rate equals to consumption rate. Also, the relative price by bartering converges to a private but common price.",,Social and behavioural sciences,5,Hao Wang,Biology,Life sciences,"Dear Friends, I come from Fudan university. It’s my first Ph.D. candidate year. I’m now interested in comparative genomics of grass family, especially in computer detecting of TFBS on “raw” genomes. I grew up in Kunming, Yunnan. P.R.China. Travel is my No. 1 hobby. I like to recording cultures and landscapes with my photos. I’m longing to meet you all in Beijing. ",,,PhD,Fudan University,China,2006,Beijing,
Endogenous Market Process Simulation,"This project studies the process of market formation depend on the locating and pricing strategies of agents that can produce, exchange, and consume goods in each period. We view location selection and pricing system as a whole and set up an agent-based model to explore the factors contributing to market structure and the impact on its change by pricing system. We find parameters like the ratio of number of agents and locations and the ratio of production and consumption has a strong influence on markets structure. We then add a bargaining system into the model, and find the market structure changes under certain condition such as when production rate equals to consumption rate. Also, the relative price by bartering converges to a private but common price.",,Social and behavioural sciences,5,Haitian Zhang,Physics,Physical sciences,"Hello,every body.I'm Zhang Haitian, a Graduate student in Institute of Neuroscience,Chinese Academy of Science. My undergraduate education is in the Department of Physics in Tsinghua University.Now I am in the laboratory of Neural Plasticity,prof.Mu-Ming Poo`s lab.My reasearch interest focuses on the neural encoding in sensory system and multi-sensory integration,especially 'visual' and 'auditory'integration in our brain.I am also very interested in Theoritical modeling neuroscience,Information Theory and Artificial intelligence networks. Welcome to my website:[http://spaces.msn.com/haitianthu/",,Male,PhD,Chinese Academy of Science,China,2006,Beijing,
Endogenous Market Process Simulation,"This project studies the process of market formation depend on the locating and pricing strategies of agents that can produce, exchange, and consume goods in each period. We view location selection and pricing system as a whole and set up an agent-based model to explore the factors contributing to market structure and the impact on its change by pricing system. We find parameters like the ratio of number of agents and locations and the ratio of production and consumption has a strong influence on markets structure. We then add a bargaining system into the model, and find the market structure changes under certain condition such as when production rate equals to consumption rate. Also, the relative price by bartering converges to a private but common price.",,Social and behavioural sciences,5,Maoguo Gong,Computer Science,Computing,"Since August 2003, I have been a PhD Student in the Institute of Intelligent Information Processing at Xidian University, Xi'an, China. My research interests are broadly in the area of Computational Intelligence and Hybrid Intelligent Systems. The areas of special interests include evolutionary computation, artificial immune systems, machine learning, data mining, pattern recognition, neural computing and some other related areas.",,Male,PhD,Xidian University,China,2006,Beijing,
Evolution and dynamics of reaction networks,"Complexity underpins the very nature of known chemical interactions. In this paper, we offer a simulation-based model that mimics the behavior of a generic chemical reaction network. Using ideas from complex systems, we seed and evolve this reaction network with the view to study its dynamics and changing topology over time. Our simulation model allows for two sets of scenarios - the most minimal assumption of additive reactions between molecules only and the more complicated, more realistic assumption that allows for branching reactions to take place. Our results show behavior that we would expect – given a constant inflow of generic nutrients, after time eventually a steady-state system is realized. In the scenario where branching is permitted, the time to steady-state is delayed slightly due to the presence of apparent slower dynamics. This model can now be used to some of the basic assumptions of the model as well the effects of outside perturbation and other physical to the system or its environment.",,Physical sciences,4,Anirban Banerjee,Mathematics,Mathematics and statistics,"Hi, I am a PhD student in Mathematics and doing my research at Max Planck Institute for Mathematics in the Sciences, Germany under the guidance of Prof. J. Jost. I did my masters from Indian Institute of Technology, Kharagpur, India.
My research interest is to understand how basic principles behind the interaction and evolutionary process that can be represented as a network can be described using only the spectra of the graph. I am investigating how and why structural and evolutionary properties of a network are reflected by the spectra. The particular system I am using now for my research is the protein-protein interaction networks.
Except Mathematics my interests are also in Philosophy and Physics. I like traveling very much. Traveling to China will be of great excitement. I am looking forward to meet you all. ",,Male,PhD,Max Planck Institute for Mathematics in the Sciences,Germany,2006,Beijing,
Evolution and dynamics of reaction networks,"Complexity underpins the very nature of known chemical interactions. In this paper, we offer a simulation-based model that mimics the behavior of a generic chemical reaction network. Using ideas from complex systems, we seed and evolve this reaction network with the view to study its dynamics and changing topology over time. Our simulation model allows for two sets of scenarios - the most minimal assumption of additive reactions between molecules only and the more complicated, more realistic assumption that allows for branching reactions to take place. Our results show behavior that we would expect – given a constant inflow of generic nutrients, after time eventually a steady-state system is realized. In the scenario where branching is permitted, the time to steady-state is delayed slightly due to the presence of apparent slower dynamics. This model can now be used to some of the basic assumptions of the model as well the effects of outside perturbation and other physical to the system or its environment.",,Physical sciences,4,Rogier Braakman,Chemistry,Physical sciences," Hi everyone, I'm Rogier Braakman. I was born in Holland and grew up on the island of Curacao. I later returned to Holland where I studied chemistry at the University of Amsterdam. Currently I am working towards a PhD in chemistry at Caltech. My research focuses on the organic chemistry in star-forming regions of the interstellar medium. I’m interested in the chemical evolution of the universe, in particular in the transition from ‘prebiotic’ interstellar chemistry to biological chemistry in living organisms on Earth. In a more general sense, I am fascinated by complex behavior and how it emerges and evolves in Nature, and feel that the emergence of life is a natural expression of universal principles governing complex systems. I hope to learn more about some of these principles and the tools to study them this summer and I hope that by interacting with people from many different fields I gain a better perspective on how to apply these ideas to my own research.
Outside of research I enjoy many different things, although what I spend most time doing varies a lot. Recently I have been playing a lot of basketball and learning how to do pottery. I also really like seeing different parts of the world, so getting the opportunity to go to Beijing with its rich history is very exciting! ",Netherlands,Male,PhD,California Institute of Technology,US,2006,Beijing,
Evolution and dynamics of reaction networks,"Complexity underpins the very nature of known chemical interactions. In this paper, we offer a simulation-based model that mimics the behavior of a generic chemical reaction network. Using ideas from complex systems, we seed and evolve this reaction network with the view to study its dynamics and changing topology over time. Our simulation model allows for two sets of scenarios - the most minimal assumption of additive reactions between molecules only and the more complicated, more realistic assumption that allows for branching reactions to take place. Our results show behavior that we would expect – given a constant inflow of generic nutrients, after time eventually a steady-state system is realized. In the scenario where branching is permitted, the time to steady-state is delayed slightly due to the presence of apparent slower dynamics. This model can now be used to some of the basic assumptions of the model as well the effects of outside perturbation and other physical to the system or its environment.",,Physical sciences,4,Jess Mar,Biostatistics,Life sciences; Mathematics and statistics,"G'day! I'm Jess from Harvard University in Boston, USA. I'm doing my PhD at the Biostatistics Department (starting Year 4 in the Fall), and I do research in genomics and systems biology. I'm based at the Dana-Farber Cancer Institute. At unequal stages of maturation, my research interests include: molecular evolution of viruses, statistical computing, molecular phylogenetics, gene expression microarrays, microRNA and studying stochastic influences in molecular biology. I love traveling, running and I am looking forward to meeting you all soon! :-) ",,Female,PhD,Harvard University,US,2006,Beijing,
Evolution and dynamics of reaction networks,"Complexity underpins the very nature of known chemical interactions. In this paper, we offer a simulation-based model that mimics the behavior of a generic chemical reaction network. Using ideas from complex systems, we seed and evolve this reaction network with the view to study its dynamics and changing topology over time. Our simulation model allows for two sets of scenarios - the most minimal assumption of additive reactions between molecules only and the more complicated, more realistic assumption that allows for branching reactions to take place. Our results show behavior that we would expect – given a constant inflow of generic nutrients, after time eventually a steady-state system is realized. In the scenario where branching is permitted, the time to steady-state is delayed slightly due to the presence of apparent slower dynamics. This model can now be used to some of the basic assumptions of the model as well the effects of outside perturbation and other physical to the system or its environment.",,Physical sciences,4,Sharham Nosrati,Engineering,Engineering and engineering trades,"Hello everyone. I'm a PhD candidate in the Electrical Engineering Department at the Amirkabir University of Technology (Tehran Polytechnic),Tehran, Iran. I received the BSc in Electrical Engineering from the Electrical Engineering Department at K.N.Toosi's University of Technology, and the MSs in Control Engineering from the Amirkabir University of Technology. I'm interested in collective behavior design for multi agent systems, especially ones have intrinsic dynamics. My research activity is mainly focused on interplay between the underlying topological structure and the emergent collective behavior of complex networks and its properties such as robustness, from abstract viewpoint, especially on developing tools to model and systematic design of interaction protocols between agents residing on a network doing collectively a coordinated task. At the moment, my all research attempts is devoted to find a satisfactory answer to the main question, that is how agents with an interconnection pattern that provides them the local information about the environment can decide on their actions so to improve the global goal, or in competitive agents that have their self local goals how they can decide on their interactions so the global constraints respected. In brief, my main major in research on complex systems comes from control theoretic contexts. I am looking forward to see you all friends and to learn a lot with you in this summer. Also, I thank the SFI very much for this Summer School. ",,Male,PhD,Tehran Polytechnic,Iran,2006,Beijing,
Modeling the farming society: based on their climate perception and possibility of water trading during scarcity,"The emergence of cooperation in a virtual farming society is modeled here. This irrigating society is composed of an ensemble of N agents located near a river from where water is taken through diversion canals and distributed to the agent’s fields. Each agent makes two decisions every year regarding: (1) the type of crop mix to plant and (2) whether he joins, or not, a cooperative group that allocates water across farmers to maximize production and share revenues equally. Results of this work show that the degree to which farmers are willing to cooperate has a strong dependency on the mean river flows, thus on the climate of the region.",,Social and behavioural sciences,3,Santiago Gil,,,"Even though the caption says I'm presently working at Instituto Balseiro, I have very recently finished my masters studies there. In May, I'll be flying to Germany to start my PhD studies at Fritz Haber Institut der Max Planck Gesellshaft, although it will be clear that I speak no german whatsoever.
My previous work has been in the framework of dynamic networks, somewhat inspired in social and linguistic systems. Next, I'll be working on biological networks and possible aplications to industrial production and transportation",,,PhD,Fritz-Haber-Institute,Germany,2006,Beijing,
Modeling the farming society: based on their climate perception and possibility of water trading during scarcity,"The emergence of cooperation in a virtual farming society is modeled here. This irrigating society is composed of an ensemble of N agents located near a river from where water is taken through diversion canals and distributed to the agent’s fields. Each agent makes two decisions every year regarding: (1) the type of crop mix to plant and (2) whether he joins, or not, a cooperative group that allocates water across farmers to maximize production and share revenues equally. Results of this work show that the degree to which farmers are willing to cooperate has a strong dependency on the mean river flows, thus on the climate of the region.",,Social and behavioural sciences,3,Chen Chen,English,Humanities,"Hello everybody! My name is Chen Chen. I’m a senior student at Tsinghua University, China, majoring in Contemporary English Studies. In six months, my master degree study will begin, also at Tsinghua University. With strong interest in Complex Systems, I’m going to pursue my research on Language Evolution. About my personality, I’m an active and outgoing girl. My hobby is writing Chinese Calligraphy, swimming and travel. Hope we can be friends, and may everyone here gain knowledge and have fun",,,Student,Tsinghua University,China,2006,Beijing,
Modeling the farming society: based on their climate perception and possibility of water trading during scarcity,"The emergence of cooperation in a virtual farming society is modeled here. This irrigating society is composed of an ensemble of N agents located near a river from where water is taken through diversion canals and distributed to the agent’s fields. Each agent makes two decisions every year regarding: (1) the type of crop mix to plant and (2) whether he joins, or not, a cooperative group that allocates water across farmers to maximize production and share revenues equally. Results of this work show that the degree to which farmers are willing to cooperate has a strong dependency on the mean river flows, thus on the climate of the region.",,Social and behavioural sciences,3,Aleix Serrat-Capdevilla,Hydrology,Engineering and engineering trades,"Hi all, I'm a PhD candidate in the Hydrology Department of the University of Arizona, minor in Anthropology. I am interested in applying complex systems theory to model and understand stakeholder cooperation in water resources management at the basin level: that is, bridging physical and human sciences for proper water resources management, particularly in transboundary and developing country scenarios. For this, I am working in both the Sustainability of semi-Arid Hydrology and Riparian Areas (SAHRA NSF Center) and The Udall Center for Studies in Public Policy (My Webpage There). I really like travelling, the outdoors and getting to know people in new places. I'm looking forward to learning with you all, and hopefully discover a bit of Beijing together. Cheers ! ",,Male,PhD,University of Arizona,US,2006,Beijing,
Opinion spreading and consensus formation on complex networks,"We study a model of opinion spreading and consensus formation in a population on complex networks. Given a static network structure, the individuals can diffuse on it when two neighboring individuals’ opinions are beyond the “bounded confidence” ε. This is the case that arises in political situations while the opinions of voters can be adapted promptly after communication. The model is governed by the following two rules. At each time step, each individual can exchange their opinions with their neighbors if the difference of their opinions is smaller than ε; otherwise, one can move to an vacancy location if permitted. The distribution of opinions over the population evolves towards either a consensus that all individuals share the same opinion or polarization and fragmentation state. The statistical properties of this final state vary considerably as the model parameters change. It is shown that, when the dispersal abilities of the individuals are considered, the bounded confidence which is required to attain consensus can be remarkably decrease.",,Social and behavioural sciences,3,Liu Jianguo,Engineering,Engineering and engineering trades,"Hello, everyone. It’s my pleasure to join the group. Currently I am a second year doctoral candidate of the Institute of System Engineering at Dalian University of Technology(DUT). I got my master degree in Operation Research and Control Theory at Mathematical department of DUT. My research interests include structural and dynamic properties of complex networks, network properties optimization, and application of complex networks. I wish we would have a good time in CSSS. ",,Male,PhD,Dalian University of Technology,China,2006,Beijing,
Opinion spreading and consensus formation on complex networks,"We study a model of opinion spreading and consensus formation in a population on complex networks. Given a static network structure, the individuals can diffuse on it when two neighboring individuals’ opinions are beyond the “bounded confidence” ε. This is the case that arises in political situations while the opinions of voters can be adapted promptly after communication. The model is governed by the following two rules. At each time step, each individual can exchange their opinions with their neighbors if the difference of their opinions is smaller than ε; otherwise, one can move to an vacancy location if permitted. The distribution of opinions over the population evolves towards either a consensus that all individuals share the same opinion or polarization and fragmentation state. The statistical properties of this final state vary considerably as the model parameters change. It is shown that, when the dispersal abilities of the individuals are considered, the bounded confidence which is required to attain consensus can be remarkably decrease.",,Social and behavioural sciences,3,Zhi-Xi Wu,Physics,Physical sciences,"Currently I am a second year Ph.D. candidate of Institute of Theoretical Physics at Lanzhou University. My research activity is mainly focused on structural and dynamic properties of complex networks, evolutionary game theory. I am looking forward to have a great time with you all in the CSSS",,Male,PhD,Lanzhou University,China,2006,Beijing,
Opinion spreading and consensus formation on complex networks,"We study a model of opinion spreading and consensus formation in a population on complex networks. Given a static network structure, the individuals can diffuse on it when two neighboring individuals’ opinions are beyond the “bounded confidence” ε. This is the case that arises in political situations while the opinions of voters can be adapted promptly after communication. The model is governed by the following two rules. At each time step, each individual can exchange their opinions with their neighbors if the difference of their opinions is smaller than ε; otherwise, one can move to an vacancy location if permitted. The distribution of opinions over the population evolves towards either a consensus that all individuals share the same opinion or polarization and fragmentation state. The statistical properties of this final state vary considerably as the model parameters change. It is shown that, when the dispersal abilities of the individuals are considered, the bounded confidence which is required to attain consensus can be remarkably decrease.",,Social and behavioural sciences,3,Feng Wang,Computer Science,Computing,"Hello, everyone! I'm a Ph.D candidate in School of Computer Science, Wuhan University. My current major research is mainly about Computing Algorithms and Evolutionary Computation. My recent research interest is the Evolvable Game Theory. Looking forward to meeting you all in Beijing!",,Male,PhD,Wuhan University,China,2006,Beijing,
Currency network: agent based modeling and incomplete information,,,Social and behavioural sciences,4,Jin Sun,Engineering,Physical sciences,"Hello guys! I am Jin SUN. I am a second year Ph.D. candidate in Center for Intelligent and Networked Systems in Tsinghua University. My major is Control Science & Engineering. My research interest currently focuses on elevator scheduling, evolutionary algorithms, Performance Evaluation and Optimization for Complex Systems, and Statistical Physics and Discrete Optimization. I also like movies, music, soccer, Pingpang, and ... ",,Male,PhD,Tsinghua University,China,2006,Beijing,
Currency network: agent based modeling and incomplete information,,,Social and behavioural sciences,4,Tang Lung,Engineering,Physical sciences,"Tang Lu received his BSc. and MSc. in Cybernetics (Major in Systems Engneering) from HuaZhong University of Science & Technology, Wuhan, China. Currently he is a PHD candidate at Institute of Systems Science, Academy of Mathematics and Systems Science, Chinese Academy of Sciences, China",,Male,PhD,Chinese Academy of Sciences,China,2006,Beijing,
Currency network: agent based modeling and incomplete information,,,Social and behavioural sciences,4,Feng Wang,Computer Science,Computing,"Hello, everyone! I'm a Ph.D candidate in School of Computer Science, Wuhan University. My current major research is mainly about Computing Algorithms and Evolutionary Computation. My recent research interest is the Evolvable Game Theory. Looking forward to meeting you all in Beijing!",,Male,PhD,Wuhan University,China,2006,Beijing,
Currency network: agent based modeling and incomplete information,,,Social and behavioural sciences,4,Xiaobing Feng,Economics,Social and behavioural sciences,"Hello, I am Feng Xiaobing. I finished my BA in economics NanKai University China, then spent 3 years in Banking and Finance for my Msc and Mphil in King's College London and London School of Economics. Currently I am a part-time Msc student in Control System in Shanghai JiaoTong University.I wish to investigate the complex China financial system by a new approach, which motivates me to join this Complex Summer School. I am looking forward to meeting you all soon in July. ",,Female,Student,Shanghai JiaoTong University,China,2006,Beijing,
Chinese domestic airline networks,"We study the spatial form of the networks of the 20 largest domestic airlines by analyzing their edge set, degree and betweenness distributions, clustering coefficients and network diameter, and discover that the whole Chinese domestic airline network is not a scale-free but a small-world network. We analyze each network with two different metrics (i) fitness: we minimize the diameter of networks, and maximize the passenger flow for each edge; (ii) robustness: we compute the change in average path length after removing predetermined hubs and account for the scale of network disintegration. Finally, we compare the robustness of the network of different airlines and find that some small domestic airlines have very good robustness properties. Chinese airline topologies vary from pure stars to scale-free graphs to graphs with uniform dense clusters and scale-free branches to remote destinations.",,Social and behavioural sciences,5,Julia Silvis,History,Humanities,"I am in the Transportation, Technology and Policy program at the University of California-Davis. My research focuses on social networks and travel; it investigated how people use travel to maintain their social networks. My background is in the history of science, so I am looking forward to filling in some holes in my knowledge of complex systems during this four weeks, and in seeing all the interesting work other participants are doing. Looking forward to meeting you all!",,Female,Student,University of California-Davis,US,2006,Beijing,
